drug_no,name,source_link,type
V16-H12-13,Tây Thi,dav.gov.vn,drug
V19-H12-13,Viên Xương Khớp Bách Niên,dav.gov.vn,drug
VD-21573-14,Decolgen Forte,dav.gov.vn,drug
VD-22382-15,Decolgen ND,dav.gov.vn,drug
VD-22382-15,Decolgen ND,dav.gov.vn,drug
VD-21189-14,Panadol Extra,dav.gov.vn,drug
VD-22382-15,Decolgen ND,dav.gov.vn,drug
VD-22163-15,Duaryl,dav.gov.vn,drug
VN-17631-14,Lotecor,dav.gov.vn,drug
VN-15703-12,Olopat OD,dav.gov.vn,drug
VN-18572-14,Dalacin T 1%,dav.gov.vn,drug
VN-17809-14,Nepaflam,dav.gov.vn,drug
VD-22313-15,Idarac,dav.gov.vn,drug
VD-22315-15,Rulid 150 mg (Khổ A4),dav.gov.vn,drug
VD-20436-14,Augclamox 1g,dav.gov.vn,drug
VD-22313-15,Idarac (khổ A4),dav.gov.vn,drug
"VN-18638-15, VN-18637-15",Curam Quick Tabs,dav.gov.vn,drug
VD-22315-15,Rulid 150 mg,dav.gov.vn,drug
VD-22313-15,Idarac (khổ A5),dav.gov.vn,drug
VD-22315-15,Rulid 150 mg (Khổ A5),dav.gov.vn,drug
VD-21043-14,Cortibion (Khổ A5),dav.gov.vn,drug
VD-21043-14,Cortibion,dav.gov.vn,drug
VD-21043-14,Cortibion (Khổ A4),dav.gov.vn,drug
"VN-16587-13, VN-16960-13",Micardis Plus,dav.gov.vn,drug
"VN-16587-13, VN-16960-13",Micardis Plus,dav.gov.vn,drug
QLSP-821-14,Recormon,dav.gov.vn,drug
"VN-16587-13, VN-16960-13",Micardis Plus,dav.gov.vn,drug
"VN-13969-11, VN-13970-11",Mircera,dav.gov.vn,drug
VN-15928-12,Succipres,dav.gov.vn,drug
VN-17521-13,Saizen,dav.gov.vn,drug
VD-21189-14,Panadol Extra,dav.gov.vn,drug
VN-14659-12,Uruso,dav.gov.vn,drug
VN-13192-11,Eprex,dav.gov.vn,drug
"VN-15960-12, VN-15961-12","Procoralan 5mg, Procoralan 7.5mg",dav.gov.vn,drug
VN-12029-11,Betaserc,dav.gov.vn,drug
VN-17206-13,Betaserc,dav.gov.vn,drug
VN-18799-15,Brexin,dav.gov.vn,drug
VN-18799-15,Brexin,dav.gov.vn,drug
VN-18799-15,Brexin,dav.gov.vn,drug
"VN-15547-12, VN-15092-12, VN-15091-12",Arcoxia,dav.gov.vn,drug
VN-17540-13,Zometa,dav.gov.vn,drug
VN2-248-14,TS-One capsule,dav.gov.vn,drug
VN2-247-14,TS-One capsule,dav.gov.vn,drug
VN-13484-11,Montemax,dav.gov.vn,drug
VN12166-11,Atcobeta-N,dav.gov.vn,drug
VN-11686-11,Atcoenema,dav.gov.vn,drug
VN-12166-11,Zincviet,dav.gov.vn,drug
VN-11314-10,Essentiale Forte,dav.gov.vn,drug
VN-15461-12,Isomonit 60mg retard,dav.gov.vn,drug
VD-18053-12,Eyeplus,dav.gov.vn,drug
VN-18019-14,Gofen 400 clearcap,dav.gov.vn,drug
QLVX-H02-0799-14,Synflorix,dav.gov.vn,drug
VN-18876-15,No Spa Forte (mẫu 2),dav.gov.vn,drug
VN-18876-15,No Spa Forte (mẫu 3),dav.gov.vn,drug
VN-18876-15,No Spa Forte (mẫu 4),dav.gov.vn,drug
VN-18876-15,No Spa Forte (mẫu 1),dav.gov.vn,drug
"VN-12601-11,  VN-14306-11",Unasyn,dav.gov.vn,drug
"VN-18651-15, VN-18571-14",Galvus Met,dav.gov.vn,drug
"VN-18651-15, VN-18571-14",Galvus Met,dav.gov.vn,drug
QLSP-H02-0814-14,Sterala,dav.gov.vn,drug
"VN-12337-11, VN-12338-11",Pletaal,dav.gov.vn,drug
VD-22354-15,Coneulin,dav.gov.vn,drug
VD-20778-14,Mimosa Viên an thần,dav.gov.vn,drug
"VN-12513-11, VN-12512-11",Topamax,dav.gov.vn,drug
VN-17846-14,Pharmaton Kiddi,dav.gov.vn,drug
VN-12889-11,Pharmaton Fizzi,dav.gov.vn,drug
VN-176846-14,Pharmaton Kiddi,dav.gov.vn,drug
VD-7250-09,Alphachymotrypsine Choay,dav.gov.vn,drug
VN-14465-12,Nebido,dav.gov.vn,drug
VD-14764-11,SaVi Osmax,dav.gov.vn,drug
VD-14398-11,SaVi Alendronate Forte,dav.gov.vn,drug
VD-21658-14,"Cepemid 1,5g",dav.gov.vn,drug
VN-18353-14,Coversyl Plus Arginine,dav.gov.vn,drug
VN-11942-11,Coversyl Plus,dav.gov.vn,drug
VN-11942-11,Coversyl Plus,dav.gov.vn,drug
VN-18353-14,Coversyl Plus Arginine,dav.gov.vn,drug
QLSP-844-15,"Norditropin Nordilet 5mg/1,5ml",dav.gov.vn,drug
"VN-18941-15, VN-18942-15",Zocor,dav.gov.vn,drug
VN-16855-13,Dalacin C,dav.gov.vn,drug
VN-10464-10,Dalacin C,dav.gov.vn,drug
VN-10464-10,Dalacin C,dav.gov.vn,drug
QLSP-861-15,Reditux,dav.gov.vn,drug
QLSP-0709-13,Pergoveris,dav.gov.vn,drug
"VN-11316-10, VN-16722-13",Cordarone,dav.gov.vn,drug
QLSP-0755-13,Herceptin,dav.gov.vn,drug
VN-18900-15,Flusort,dav.gov.vn,drug
"VN-11311-10, VN-11312-10",Tavanic,dav.gov.vn,drug
VN-18765-15,Somazina,dav.gov.vn,drug
VN-16003-12,Galvus,dav.gov.vn,drug
VN-17539-13,Tasigna 200mg,dav.gov.vn,drug
VN2-172-13,Alimta,dav.gov.vn,drug
VN2-172-13,Alimta,dav.gov.vn,drug
VN-18635-15,Coveram,dav.gov.vn,drug
QLSP-0761-13,Elonva,dav.gov.vn,drug
"VN-18899-15, VN-18897-15,  VN-18898-15",Combiwave,dav.gov.vn,drug
"VN-10760-10, VN-10759-10",Nimotop,dav.gov.vn,drug
VN-15106-12,Celebrex,dav.gov.vn,drug
VD-19885-13,Zanmite,dav.gov.vn,drug
VN-16855-13,Dalacin C,dav.gov.vn,drug
VD-19886-13,Cresimex,dav.gov.vn,drug
VD-20277-13,Activ-gra,dav.gov.vn,drug
V20-H12-14,Hoạt huyết Trung ương,dav.gov.vn,drug
VN-18309-14,Flixotide Nebules,dav.gov.vn,drug
"VD-13805-11, VD-13806-11","Lecifex 250, Lecifex 500",dav.gov.vn,drug
VD-19195-13,Labavie,dav.gov.vn,drug
VD-22163-15,Cidetuss,dav.gov.vn,drug
VN-18294-14,Gemzar,dav.gov.vn,drug
VN-19386-15,Ameflu (rạp chiếu phim 15s),dav.gov.vn,drug
VN-19386-15,Ameflu (xe buýt 15s),dav.gov.vn,drug
VN-19160-15,Pharmaton,dav.gov.vn,drug
VN-19160-15,Pharmaton,dav.gov.vn,drug
VN-13804-11,Ceelin,dav.gov.vn,drug
VN-13804-11,Bisolvon tablets,dav.gov.vn,drug
VN-13804-11,Phosphalugel,dav.gov.vn,drug
QLSP-0737-13,Tonka (mẫu 2),dav.gov.vn,drug
QLSP-0737-13,Tonka (mẫu 1),dav.gov.vn,drug
QLSP-0737-13,Xương khớp Nhất Nhất,dav.gov.vn,drug
QLSP-0737-13,Hoạt huyết Nhất Nhất,dav.gov.vn,drug
VN-16529-13,Fogyma,dav.gov.vn,drug
VN-16964-13,Bisolvon kids,dav.gov.vn,drug
VN-16964-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
VD-16620-12,Viên ngậm Bảo Thanh,dav.gov.vn,drug
VN-19023-15,Ceelin,dav.gov.vn,drug
VN-19023-15,II-yang Almagate  1.0g Suspension,dav.gov.vn,drug
VN-19023-15,Star Sore Throat,dav.gov.vn,drug
VN-19023-15,Star Sore Throat,dav.gov.vn,drug
VD-21189-14,Bạch hổ hoạt lạc cao,dav.gov.vn,drug
VD-16582-12,Tribelus,dav.gov.vn,drug
VN-15559-12,Pharmaton (mẫu 30s),dav.gov.vn,drug
VN-15561-12,Pharmaton (mẫu 15s),dav.gov.vn,drug
VD-19138-13,Cholapan Viên mật nghệ (mẫu 30s),dav.gov.vn,drug
VD-19138-13,Cholapan Viên mật nghệ (mẫu 15s),dav.gov.vn,drug
VD-19138-13,Benda 500,dav.gov.vn,drug
VD-22441-15,Berocca Performance Orange,dav.gov.vn,drug
VD-19726-13,Bar,dav.gov.vn,drug
VD-19726-13,Berocca Performance Orange,dav.gov.vn,drug
VD-19726-13,Berocca Performance Orange (mẫu 30s),dav.gov.vn,drug
VD-20778-14,Strepsils Cool,dav.gov.vn,drug
VD-24353-16,Decolgen ND,dav.gov.vn,drug
"VD-24656-16, VD-23420-15",Decolgen Forte,dav.gov.vn,drug
VD-21889-14,Strepsils Cool,dav.gov.vn,drug
VD-21889-14,Pharmaton,dav.gov.vn,drug
VD-21889-14,Panadol Extra,dav.gov.vn,drug
VN-16175-13,Decolgen ND,dav.gov.vn,drug
VN-16175-13,Decolgen Forte,dav.gov.vn,drug
VN-15416-12,Gaviscon,dav.gov.vn,drug
VN-15416-12,Taganil,dav.gov.vn,drug
VN-15416-12,Gaviscon,dav.gov.vn,drug
V273-H12-13,Phong tê thấp Hy đan,dav.gov.vn,drug
VD-16636-12,Panadol Extra,dav.gov.vn,drug
VD-18756-13,Yumangel,dav.gov.vn,drug
VD-23731-15,Ameflu ,dav.gov.vn,drug
VD-23731-15,Ameflu ,dav.gov.vn,drug
VN-13849-11,Ameflu,dav.gov.vn,drug
VN-13850-11; VN-13849-11,Ameflu ,dav.gov.vn,drug
"VN-16500-13, VN-16499-13, VN-13738-11","Bisolvon Kids, Bisolvon Tablets",dav.gov.vn,drug
"VN-16500-13, VN-16499-13, VN-13738-11",Alaxan,dav.gov.vn,drug
VN-12338-11,Pletaal tablets 100mg,dav.gov.vn,drug
"VN-18351-14, VN-16304-13",Colpotrophine,dav.gov.vn,drug
VN-16150-13,Pidoespa,dav.gov.vn,drug
"VN-12424-11, VN-12425-11, VN-12426-11, VN-12427-11","Maltofer (3 thuốc), Maltofer Fol",dav.gov.vn,drug
"VN-12424-11, VN-12425-11, VN-12426-11, VN-12427-11","Maltofer (3 thuốc), Maltofer Fol (Mẫu 3)",dav.gov.vn,drug
"VN-12424-11, VN-12425-11, VN-12426-11, VN-12427-11","Maltofer (3 thuốc), Maltofer Fol (Mẫu 3)",dav.gov.vn,drug
VN-12424-11,Maltofer,dav.gov.vn,drug
VN-12424-11,Maltofer,dav.gov.vn,drug
"VN-16981-13, VN-16982-13",Tacrolimus-Teva,dav.gov.vn,drug
VN-18840-15,Edizone,dav.gov.vn,drug
VN-12427-11,Maltofer Fol,dav.gov.vn,drug
"VN-18351-14, VN-16304-13",Colpotrophine,dav.gov.vn,drug
VN-12427-11,Maltofer Fol,dav.gov.vn,drug
VN-16936-13,Duotrav,dav.gov.vn,drug
VN-16936-13,Travatan,dav.gov.vn,drug
"VD-19680-13, VD-19681-13",Shintovas,dav.gov.vn,drug
"VD-21077-14, VD-21995-14",Ceftacin,dav.gov.vn,drug
VN-11234-10,Solu-Medrol,dav.gov.vn,drug
VD-22458-15,Glomoxif,dav.gov.vn,drug
"VN-11057-10, VN-17444-13, VN-16487-13","Augmentin 625mg, Augmentin 250/31.25, Augmentin 500/62.5",dav.gov.vn,drug
"VN-16130-13, VN-16131-13",Lipofundin MCT/LCT,dav.gov.vn,drug
VN-11459-10,Aminoplasma Hepa,dav.gov.vn,drug
VN-18372-14,URSOLIV,dav.gov.vn,drug
VD-22113-15,Maxxneuro,dav.gov.vn,drug
VN2-196-13,Lipidem,dav.gov.vn,drug
VD-10185-10,Typcin 500,dav.gov.vn,drug
"VN-17249-13, VN-17250-13",Onglyza,dav.gov.vn,drug
QLSP-0708-13,Erbitux,dav.gov.vn,drug
VD-20732-14,G5 Enfankast,dav.gov.vn,drug
"VN2-207-13, VN2-206-13","Afinitor 5mg, Afinitor 10mg",dav.gov.vn,drug
VD-22161-15,Zobacta,dav.gov.vn,drug
QLSP-845-15,Cerebrolysin,dav.gov.vn,drug
VN-9794-10,Amlor,dav.gov.vn,drug
VN-18776-15,Tearbalance Ophthalmic Solution 0.1%,dav.gov.vn,drug
VN2-369-15,Bronuck Ophthalmic Solution 0.1% (mẫu 1),dav.gov.vn,drug
VN2-369-15,Bronuck Ophthalmic Solution 0.1% (mẫu 2),dav.gov.vn,drug
QLSP-H02-827-14,Victoza,dav.gov.vn,drug
QLSP-848-15,Insunova-N (NPH),dav.gov.vn,drug
QLSP-849-15,Insunova-R (Regular),dav.gov.vn,drug
QLVX-0490-12,Cervarix,dav.gov.vn,drug
QLSP-871-15,Regrel 0.01% Gel,dav.gov.vn,drug
QLVX-0490-12,Cervarix,dav.gov.vn,drug
QLSP-847-15,Insunova 30/70 (Biphasic),dav.gov.vn,drug
QLVX-0490-12,Cervarix,dav.gov.vn,drug
VN-13130-11,Augmentin,dav.gov.vn,drug
VN-18798-15,Zanedip 10mg,dav.gov.vn,drug
VN-11057-10,Augmentin,dav.gov.vn,drug
QLSP-11031-10,Choragon,dav.gov.vn,drug
QLSP-0846-15,Bravelle,dav.gov.vn,drug
QLSP-0752-13,Menogon,dav.gov.vn,drug
VD-23335-15,"Betadine Dry Powder Spray 2,5%",dav.gov.vn,drug
VD-23962-15,Betadine Cream 5%,dav.gov.vn,drug
VD-22715-15,Betadine Antiseptic Solution 10%,dav.gov.vn,drug
VD-22715-15,Betadine Antiseptic Solution 10%,dav.gov.vn,drug
VD-22715-15,Betadine Antiseptic Solution 10%,dav.gov.vn,drug
VN-18026-14,Andol Fort,dav.gov.vn,drug
VN-18588-15,Aluminium phosphat gel,dav.gov.vn,drug
VN-18588-15,Almasane,dav.gov.vn,drug
VD-16067-11,Telfor,dav.gov.vn,drug
VD-21569-14,Duphalac,dav.gov.vn,drug
V287-H12-13,Bar,dav.gov.vn,drug
VD-25080-16,Cao ích mẫu,dav.gov.vn,drug
VN-19096-15,Cao ích mẫu,dav.gov.vn,drug
VD-22646-15,Viên nang nguyệt quý,dav.gov.vn,drug
VN-16233-13,Duphalac,dav.gov.vn,drug
"VD-21189-14, VD-21189-14",Thuốc trị đái dầm Đức Thịnh,dav.gov.vn,drug
VD-16582-12,Tribelus,dav.gov.vn,drug
VN-15416-12,Cottu-F,dav.gov.vn,drug
VN-19133-15,Liverbil,dav.gov.vn,drug
VN-19635-16,Liverbil,dav.gov.vn,drug
"VN-13849-11, VN-13850-11",Sâm nhung bổ thận TW3,dav.gov.vn,drug
QLSP-0728-13,Thuốc ho bổ phế Nam Hà viên ngậm,dav.gov.vn,drug
QLSP-0728-13,Sâm nhung bổ thận TW3,dav.gov.vn,drug
VD-22626-15,Coldi-B,dav.gov.vn,drug
VD-22349-15,Bổ phế Nam Hà chỉ khái lộ,dav.gov.vn,drug
VD-22382-15,Tribelus,dav.gov.vn,drug
VD-21573-14,Thuốc trị đái dầm Đức Thịnh,dav.gov.vn,drug
VN-18395-14,PM NextG Cal,dav.gov.vn,drug
"VN-18822-15, VN-15737-12",Fatig,dav.gov.vn,drug
VD-23564-15,Phosphalugel,dav.gov.vn,drug
V787-H12-10,Phosphalugel,dav.gov.vn,drug
VD-22646-15,Viên nang nguyệt quý,dav.gov.vn,drug
VD-22646-15,Phosphalugel,dav.gov.vn,drug
VN-16233-13,Enat 400,dav.gov.vn,drug
VN-16233-13,Betadine Gargle and Mouthwash,dav.gov.vn,drug
VN-16233-13,Betadine Gargle and Mouthwash,dav.gov.vn,drug
VN-16233-13,Betadine Gargle and Mouthwash,dav.gov.vn,drug
VN-16233-13,Bảo Phu Khang,dav.gov.vn,drug
VN-16233-13,Enterogermina,dav.gov.vn,drug
VD-13678-10,Tomikan,dav.gov.vn,drug
VN-16289-13,Tottri,dav.gov.vn,drug
VN-18071-14,Enterogermina,dav.gov.vn,drug
VD-14755-11,Enterogermina,dav.gov.vn,drug
VD-14755-11,Gaviscon,dav.gov.vn,drug
VD-14755-11,Sara,dav.gov.vn,drug
VN-17577-13,Duphalac,dav.gov.vn,drug
VD-18889-12,Panadol Extra,dav.gov.vn,drug
VN-19386-15,Dầu nóng Thiên Thảo,dav.gov.vn,drug
VN-19386-15,Ameflu (xe buýt 30s),dav.gov.vn,drug
VN-19386-15,Ameflu (rạp chiếu phim 30s),dav.gov.vn,drug
VD-20601-14,Ponstan,dav.gov.vn,drug
VD-20601-14,Ponstan,dav.gov.vn,drug
VD-15711-11,Ponstan,dav.gov.vn,drug
VD-15711-11,Ponstan,dav.gov.vn,drug
VD-15711-11,Ponstan,dav.gov.vn,drug
VD-15711-11,Ponstan,dav.gov.vn,drug
VD-15711-11,Ponstan,dav.gov.vn,drug
VN-18395-14,Ponstan,dav.gov.vn,drug
VN-18395-14,Ponstan,dav.gov.vn,drug
VN-18395-14,Ponstan,dav.gov.vn,drug
VD-19429-13,Otrivin,dav.gov.vn,drug
VD-19429-13,Orientmax,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VD-19429-13,Mimosa Viên an thần,dav.gov.vn,drug
VD-19429-13,Mediphylamin (viên nang cứng),dav.gov.vn,drug
VD-19429-13,Mediphylamin (siro),dav.gov.vn,drug
VD-19429-13,Letbaby,dav.gov.vn,drug
VD-19429-13,Legalon 70 Protact Madaus,dav.gov.vn,drug
VD-19429-13,Japrolox,dav.gov.vn,drug
VD-19429-13,Japrolox,dav.gov.vn,drug
VD-19429-13,Japrolox,dav.gov.vn,drug
VN-15737-12,Hydrosol Polyvitamine Pharma Developpement,dav.gov.vn,drug
VN-18822-15; VN-15737-12,Gofen 400 clearcap,dav.gov.vn,drug
VN-18822-15; VN-15737-12,Fugacar,dav.gov.vn,drug
VN-18822-15; VN-15737-12,Fugacar,dav.gov.vn,drug
VN-18822-15; VN-15737-12,Fugacar,dav.gov.vn,drug
"VN-18822-15, VN-15737-12",Fugacar,dav.gov.vn,drug
"VN-88822-15, VN-15737-12",Fatig,dav.gov.vn,drug
"VN-18822-15, VN-15737-12",Estraceptin,dav.gov.vn,drug
VN-18822-15,Estraceptin,dav.gov.vn,drug
VN-18822-15,Estraceptin,dav.gov.vn,drug
VN-20035-16,Estraceptin,dav.gov.vn,drug
VN-20035-16,Estraceptin,dav.gov.vn,drug
VN-20035-16,Estraceptin,dav.gov.vn,drug
VN-20035-16,Estraceptin,dav.gov.vn,drug
VN-20035-16,Dogarlic - Trà Xanh,dav.gov.vn,drug
VN-20035-16,Diosmin Stada,dav.gov.vn,drug
VN-18391-14,Deep Relief,dav.gov.vn,drug
VN-18391-14,Dasbrain,dav.gov.vn,drug
VN-18390-14,Comazil,dav.gov.vn,drug
VN-19506-15,Cholapan Viên mật nghệ,dav.gov.vn,drug
VN-19506-15,Cerecaps,dav.gov.vn,drug
VN-19506-15,Cerecaps,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
V549-H12-10,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Bisolvon Kids; Bisolvon Tablets,dav.gov.vn,drug
VD-16167-11,Bisolvon Kids; Bisolvon Tablets,dav.gov.vn,drug
VD-16167-11,Bisolvon Kids; Bisolvon Tablets,dav.gov.vn,drug
QLSP-0728-13,PM NextG Cal,dav.gov.vn,drug
QLSP-0728-13,Osla,dav.gov.vn,drug
QLSP-0728-13,Nat-B,dav.gov.vn,drug
VD-14910-11,"Nasomom trẻ em, Nasomom 4 tinh dầu, Nasomom 4 tinh dầu trẻ em",dav.gov.vn,drug
VN-15978-12,Hapacol CS Day (mẫu 5),dav.gov.vn,drug
VN-15978-12,Hapacol CS Day (mẫu 4),dav.gov.vn,drug
VN-15978-12,Hapacol CS Day (mẫu 3),dav.gov.vn,drug
VN-12829-11,Hapacol CS Day (mẫu 2),dav.gov.vn,drug
VN-12829-11,Hapacol CS Day (mẫu 1),dav.gov.vn,drug
VN-12829-11,Extra Deep Heat,dav.gov.vn,drug
VD-22626-15,Deep Relief,dav.gov.vn,drug
VD-22349-15,Aerius,dav.gov.vn,drug
VD-20913-14,Aerius,dav.gov.vn,drug
VD-16636-12,Aerius,dav.gov.vn,drug
VD-20913-14,Aerius,dav.gov.vn,drug
VD-21568-14,Aerius,dav.gov.vn,drug
VD-22382-15,Voltaren Emulgel,dav.gov.vn,drug
VD-22382-15,V.RohtoVitamin,dav.gov.vn,drug
VD-22382-15,V.Rohto Vitamin,dav.gov.vn,drug
VD-22382-15,V.Rhoto Vitamin,dav.gov.vn,drug
VD-21573-14,Thalapas,dav.gov.vn,drug
VD-21573-14,Thalapas,dav.gov.vn,drug
VD-21573-14,Thalapas,dav.gov.vn,drug
VD-21573-14,Thalapas,dav.gov.vn,drug
VD-21573-14,Thalapas,dav.gov.vn,drug
VD-22383-15,Thalapas,dav.gov.vn,drug
VN-18228-14,Tanganil,dav.gov.vn,drug
VN-18228-14,Tanganil,dav.gov.vn,drug
VN-15519-12,Tanganil,dav.gov.vn,drug
VN-15519-12,Tanganil,dav.gov.vn,drug
VN-15519-12,Tanakan,dav.gov.vn,drug
VN-15519-12,Tanakan,dav.gov.vn,drug
VN-14220-11,Tanakan,dav.gov.vn,drug
VD-24349-16,Tanakan,dav.gov.vn,drug
VD-17830-12,Tadimax,dav.gov.vn,drug
VN-19911-13,Systane Ultra,dav.gov.vn,drug
VD-24348-16,Star sore throat,dav.gov.vn,drug
VD-19743-13,Selsun,dav.gov.vn,drug
VD-19743-13,Selsun,dav.gov.vn,drug
VD-19743-13,Selsun,dav.gov.vn,drug
VD-19743-13,Sangobion,dav.gov.vn,drug
VD-19743-13,Sangobion,dav.gov.vn,drug
VD-19743-13,Sangobion,dav.gov.vn,drug
VD-19743-13,Sangobion,dav.gov.vn,drug
VD-22491-15,Sangobion,dav.gov.vn,drug
"VN-16136-13, VN-15730-12",Postinor 1,dav.gov.vn,drug
"VN-16136-13, VN-15730-12",Postinor 1,dav.gov.vn,drug
"VN-16136-13, VN-15730-12",Ponstan,dav.gov.vn,drug
"VN-16136-13, VN-15730-12",Ponstan,dav.gov.vn,drug
"VN-16136-13, VN-15730-12",Ponstan,dav.gov.vn,drug
"VN-18822-15, VN-15737-12",Fogyma,dav.gov.vn,drug
VN-20035-16,Enterogermina,dav.gov.vn,drug
VN-20035-16,Enterogermina,dav.gov.vn,drug
VN-20035-16,Enterogermina,dav.gov.vn,drug
VN-20035-16,Enterogermina,dav.gov.vn,drug
VN-19506-15,Cholapan Viên mật nghệ (mẫu 30 giây),dav.gov.vn,drug
VN-19506-15,Cholapan Viên mật nghệ (mẫu 15 giây),dav.gov.vn,drug
VN-19391-15,Ceelin,dav.gov.vn,drug
VN-19391-15,Cao xoa bóp Bạch Hổ Hoạt Lạc cao,dav.gov.vn,drug
VD-22504-15,Calcium Corbiere,dav.gov.vn,drug
VD-22504-15,Calcium Corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Bisolvon Tablets,dav.gov.vn,drug
VD-16167-11,Bisolvon Kids; Bisolvon Tablets,dav.gov.vn,drug
VD-16167-11,Bisolvon Kids; Bisolvon Tablets,dav.gov.vn,drug
VD-23335-15,Betadine Gargle and Mouthwash,dav.gov.vn,drug
VD-23414-15,Bảo Thanh,dav.gov.vn,drug
VD-18156-12,Actisoufre,dav.gov.vn,drug
VD-18156-12,Acemuc,dav.gov.vn,drug
"GC-0136-11, GC-0137-11",Acemuc,dav.gov.vn,drug
"GC-0136-11, GC-0137-11, VD-18156-12",Acemuc,dav.gov.vn,drug
VD-17472-12,Acemuc,dav.gov.vn,drug
VD-16067-11,Acemuc,dav.gov.vn,drug
V22-H12-16,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
VD-16067-11,Hapacol CS Day,dav.gov.vn,drug
VN-18951-15,Efexor XR,dav.gov.vn,drug
"VN-16117-13, VN-17533-13, VN-18142-14",Breathezy,dav.gov.vn,drug
"VN-16117-13, VN-17533-13, VN-18142-14",Breathezy,dav.gov.vn,drug
VN-18776-15,Tearbalance Ophthalmic Solution 0.1%,dav.gov.vn,drug
VN-13307-11,Cemax Capsule 200mg,dav.gov.vn,drug
VD-20281-13,Eyespot-E,dav.gov.vn,drug
QLVX-H02-0770-13,Rotarix,dav.gov.vn,drug
VN-15067-11,Ornisid,dav.gov.vn,drug
QLVX-H02-0770-13,Rotarix,dav.gov.vn,drug
VN-17273-13,Trajenta,dav.gov.vn,drug
VN-17273-13,Trajenta,dav.gov.vn,drug
VN-17273-13,Trajenta,dav.gov.vn,drug
VN-17273-13,Trajenta,dav.gov.vn,drug
"VN3-2-15, VN3-1-15",Forxiga,dav.gov.vn,drug
"VN3-2-15, VN3-1-15",Forxiga,dav.gov.vn,drug
QLSP-0602-12,Flebogamma 5% DIF,dav.gov.vn,drug
VN-16003-12,Galvus,dav.gov.vn,drug
VD-22808-15,Berocca Performance (mẫu 1),dav.gov.vn,drug
VD-22808-15,Meticglucotin,dav.gov.vn,drug
VD-22441-15,Calcium-Sandoz 600 + Vitamin D3,dav.gov.vn,drug
VD-22441-15,Calcium-Sandoz 600 + Vitamin D3,dav.gov.vn,drug
VD-22441-15,Calcium-Sandoz 600 + Vitamin D3,dav.gov.vn,drug
VD-22441-15,Calcium-Sandoz 600 + Vitamin D3,dav.gov.vn,drug
VD-22441-15,V.Rohto Vitamin,dav.gov.vn,drug
VD-22441-15,Nozeytin,dav.gov.vn,drug
VD-22441-15,Tezkin (dung dịch dùng ngoài),dav.gov.vn,drug
VD-22441-15,Jazxylo/Jazxylo Adult,dav.gov.vn,drug
VD-19726-13,Tezkin (kem bôi ngoài da),dav.gov.vn,drug
VD-19726-13,Tisore (Khu phong hóa thấp Xuân Quang),dav.gov.vn,drug
VD-19726-13,Rhinidol (Viêm xoang Xuân Quang),dav.gov.vn,drug
VD-19726-13,Baci-subti,dav.gov.vn,drug
VD-19726-13,Dasbrain,dav.gov.vn,drug
VD-19726-13,Postinor 1,dav.gov.vn,drug
VD-19726-13,Postinor 1,dav.gov.vn,drug
VD-19726-13,Ambroco Syrup,dav.gov.vn,drug
VN-14257-11,Ambroco Syrup,dav.gov.vn,drug
"VD-25048,25049,25050-16",Pharmaton,dav.gov.vn,drug
VD-25050-16,Pharmaton,dav.gov.vn,drug
VD-25050-16,Pharmaton,dav.gov.vn,drug
VD-25048-16,Eskar,dav.gov.vn,drug
V727-H12-10,pms-Probio,dav.gov.vn,drug
VD-24553-16,pms-Probio,dav.gov.vn,drug
"VN-14215-11, VN-13739-11",pms-Probio,dav.gov.vn,drug
VD-23274-15,Osla,dav.gov.vn,drug
VD-20577-14,Osla,dav.gov.vn,drug
VD-20778-14,Osla,dav.gov.vn,drug
VD-20778-14,Osla,dav.gov.vn,drug
VN-17890-14,Ponstan 500,dav.gov.vn,drug
VD-24352-16,Tot'hema,dav.gov.vn,drug
VD-21889-14,Aceffex,dav.gov.vn,drug
VD-23617-15,Bar,dav.gov.vn,drug
VD-23617-15,Tanganil,dav.gov.vn,drug
VD-23617-15,Tanganil,dav.gov.vn,drug
VD-22880-15,Tanganil,dav.gov.vn,drug
VD-22880-15,Tanganil,dav.gov.vn,drug
VN-19329-15,"Bisolvon Kids, Bisolvon Tablets",dav.gov.vn,drug
VN-19329-15,Phosphalugel,dav.gov.vn,drug
VD-16272-12,Pharmaton Kiddi,dav.gov.vn,drug
